52,0103000020E6100000010000000F000000D3F446E8006FD8BF3C4889CF2BBC43409B231BDD4171D8BFA062DBFB2CBC43408F9293552370D8BF615DA85632BC4340448D87EE4176D8BF94DCB97235BC4340370496AB8A75D8BF64FF3FCA38BC4340E9E70B9D666FD8BF317439B335BC43400D2632A7526DD8BF5A03BE283FBC434069863A3E0F6BD8BF2C7010FD3DBC434080DEA0F2846CD8BF0980733B37BC4340BF6D84F4CF69D8BF929359C135BC4340BF2007A0616AD8BF71A0CB2233BC43406B07C08AEF66D8BF391B2C3D31BC4340C963618CAD67D8BF5C082F042EBC434078C7A828CE6DD8BFAAFA931C31BC4340D3F446E8006FD8BF3C4889CF2BBC4340,ANTIGUO HOSPITAL GENERAL,monument
68,0103000020E61000000100000007000000F569B49B94F6D7BFA6A9826AFEBC4340E310EEC0A5F6D7BF6A821749FDBC4340B0EAC35076F7D7BFA6083069FDBC434096848F87C8F7D7BF810DE762F8BC43405F5AA6F717F9D7BFDDF01697F8BC4340DD905D1318F8D7BFDB17DF0DFFBC4340F569B49B94F6D7BFA6A9826AFEBC4340,L'ALMOINA. CENTRO ARQUEOLÓGICO,monument
21,0103000020E6100000010000000B000000AC151DA0555DD5BF97DC152110BB43400AAB46FF035BD5BF1D506A690FBB4340C6374A311C54D5BF4F6FC6460DBB4340AF361BBA2D54D5BF8977DDC70CBB4340131F91CB8854D5BF980183CE09BB4340C9E219168054D5BF30D816CB09BB4340620206F08D54D5BF505E5E5A09BB4340F6680ED5175BD5BF9E6E785A0BBB434045FCEC3BD05DD5BF3C60CB2F0CBB43401CE06A7E9E5DD5BF47965FC90DBB4340AC151DA0555DD5BF97DC152110BB4340,ATARAZANAS,monument
10,0103000020E61000000100000011000000C2EC83B81948D8BFCEBEA1877BBD4340149B403ADB47D8BF14BBBD417CBD4340B7B5DD9A3947D8BF6C081ECC7BBD4340BF25E915A246D8BF3821C05D7BBD4340ECDC98585A46D8BFD5C1D44A7CBD4340D4D5A7795C45D8BF58B7468C7BBD4340246D4206A745D8BF2A405EA57ABD4340E93271717645D8BF81EEEC817ABD43405BCF6458A644D8BF64BCA2B77CBD4340DF8A4FAA4044D8BFF958A75D7CBD4340B0F453F9E744D8BF4FBAD5867ABD4340F44C39F92D45D8BFE4FF7BC279BD434092C8D1785045D8BF5DCE0A6179BD4340AD5BACABAD45D8BF6359B95978BD43403E64677D5746D8BF9C8840D478BD4340E20469DAA348D8BFE1574B7C7ABD4340C2EC83B81948D8BFCEBEA1877BBD4340,MUSEO BENLLIURE,museum
24,0103000020E6100000010000000D0000003E535E8C0683D8BFD13266493BBC4340226BFA5D4981D8BFDD9601F738BC434031447490D582D8BFE945462736BC434075A8191C9984D8BF2ECD47C638BC4340163C2AD18984D8BFE8B0DDE938BC4340D4C250F56585D8BF2B0DB5133ABC434037865B28A485D8BF506888B639BC4340B668E1A8B386D8BFA27955593BBC43403DE46D3B2787D8BF613ADD0D3CBC4340E52D5F28C384D8BFD659898E3FBC4340708F5273AA84D8BF3A222C6C3FBC4340E0FADC220085D8BF4DB559EC3DBC43403E535E8C0683D8BFD13266493BBC4340,ERMITA DE SANTA LUCÍA,monument
56,0103000020E61000000100000017000000160EF50A6F40D5BF733E55AAE3BA43409C7B4EA58240D5BFB196CC71E3BA43406CEE5F196741D5BF9D59BCF9E3BA4340E938A90E4D41D5BFD5EEA66AE4BA43407BFEED6B2941D5BF842ADB53E4BA43404A9622656B3FD5BF00DBA41BEBBA4340F9085733943FD5BF6A67803CEBBA4340972E41F46D3FD5BFDB705EAEEBBA43406191CECC3D3FD5BFF0E5708FEBBA4340C28B02576C3ED5BF6F416008EBBA43402026A6F07E3ED5BF73BF4ED1EABA4340426675D5BA38D5BF1317A540E7BA4340BF83C90E6C3AD5BFD655D47FE0BA43404B8CBF53FD39D5BF25947C37E0BA4340CBAA8889283AD5BF4ACEEC8DDFBA4340232E2A64393AD5BF3E55324CDFBA434080C258A4CB3AD5BF563E60B1DFBA434071FCAC4AAE3AD5BF63A8D91CE0BA4340936B6A9E073CD5BFCBB13CF7E0BA4340BA5B0E450B3CD5BF61744004E1BA4340EDD436882940D5BF5C62A586E3BA4340C9F766FE6C40D5BFB76387AFE3BA4340160EF50A6F40D5BF733E55AAE3BA4340,EDIFICIO DEL RELOJ (PUERTO),monument
51,0103000020E6100000010000001800000052F98602A3E6D7BFF6D94C3C78BC434080877E797BE6D7BF2A1FA57579BC4340249BD99D07E6D7BF2F8C2D117DBC4340E75D19D00FE6D7BF8C1F74CB7DBC4340A102995DABE5D7BF565D86EF80BC4340004896737FE5D7BFF218283F81BC434015B393D24AE5D7BF0D4F6BDC82BC434077CD4E3DFEE4D7BFEC06813285BC4340E70B6F10D9E4D7BF982D0A5686BC43407E795B6FA4E4D7BFA15F4DF387BC4340277009D85BE4D7BF7351952A8ABC434043B25AD75AE4D7BF98A30C2C8ABC4340B257E3D0EDE1D7BF5956467189BC43409E33B08DA9E1D7BF408EEF5D8BBC434032D991921AE0D7BFD889BBB18ABC43409D0919EF99DCD7BF2D2FD52F89BC43402C2FCD91E9DAD7BF08CE067688BC43407330A12308DBD7BFAE3236BF84BC4340D5E8AB8B14DBD7BFCE84F04883BC4340F88BEF6896DBD7BF87ECD78F73BC43400EE0AA69EFE3D7BF837B921076BC4340094D63C700E6D7BF904F49B176BC4340D521EADCCCE6D7BF7A6169EF76BC434052F98602A3E6D7BFF6D94C3C78BC4340,REAL COLEGIO DE CORPUS CHRISTI (PATRIARCA),monument
58,0103000020E6100000010000004F0000001D9BBFE822F9D7BF9396D061DBBC4340A7094970D9F8D7BF8A467EC1DBBC4340CD612AAE81F8D7BF060D250FDCBC4340B74F94581BF8D7BF721A2D40DCBC4340DC13B81CB7F7D7BF2CA44B4FDCBC43408F5B993357F7D7BFBB4FF047DCBC434030DEE3B656F7D7BF10ADEA47DCBC434048D9696842F7D7BF2CE95CDADCBC43406A0778712AF6D7BFD2055178DCBC4340C489C2F429F6D7BF27634B78DCBC4340535067252CF6D7BF0EDD8B6BDCBC4340F3EE88B6C1F3D7BFD5B0618DDBBC4340EC8A4082BFF3D7BFC782E29ADBBC43407FA0A24179F3D7BF2E494E83DBBC43401144592F72F3D7BF7F8348AADBBC4340D82522A67BF2D7BF9C179253DBBC4340277C6C5780F2D7BFD67E7629DBBC43407D2A802447F2D7BFA780C317DBBC43402B138EDB39F2D7BFCB3F4504DBBC43408E9CF3CAD2EFD7BF92C78528DABC4340417DD32CD1EFD7BFD325C330DABC4340DA306DFE5AEFD7BF919A2507DABC4340F055FCEA5FEFD7BFA102A7EAD9BC4340B8ED974138EFD7BF77E0BED9D9BC4340B61A75EA0EEFD7BF558967BAD9BC4340FC9104E9DFEED7BFD1EB4977D9BC4340EF42E1A4BEEED7BF6109812FD9BC434070498075A6EED7BF540D81D7D8BC4340E04467879CEED7BF45D75879D8BC434082264B2FA1EED7BF04515C1DD8BC43401CACB7CAB1EED7BFA27701CED7BC4340596EEEEAA2EED7BF51F93DC1D7BC43401E7328E6D6EED7BFFF17C715D7BC43400FA6B732DBEED7BFB09B811AD7BC43404D503AF029F1D7BF8ADC218CCFBC4340125D936536F1D7BFA609E363CFBC4340131FF6296DF1D7BFAFA02B8FCFBC4340DCCFFF8A96F2D7BF968A087AD0BC43409F8EC67CB3F2D7BF19A6748AD0BC4340606B895E0AF3D7BF3CB11A82CFBC4340A8FB87924CF3D7BF21534CB8CEBC434065691911BBF3D7BFB902AA0FCFBC43405F5687141DF4D7BFF948A45CCFBC43401ED7C32241F4D7BFE8E449DCCEBC434057C1FAE08AF4D7BF4C7096D2CDBC43401A11C4038EF4D7BF57C864C7CDBC4340C4CAFDF4B8F4D7BF2707E129CDBC434074474B68E6F4D7BFF5EA113ECDBC43401B4AFEBA35F5D7BF6A0EE25FCDBC43404AA72284A3F5D7BFC1FC298FCDBC4340BABEF1B16CF5D7BFD791A4D1CEBC434047BEFC5860F7D7BF16A5E7A5CFBC4340EDC49D5291F7D7BF62682963CEBC4340AB77745B2DF6D7BF78ED4ACACDBC434017ABA3664AF6D7BFF15C38D2CCBC4340531FCD2454F6D7BFD511A9D2CCBC43407C1C7CA5B1F6D7BF6AA465D8CCBC434078F48A1F80F7D7BF037781E5CCBC4340803EC1C086F7D7BFF20FC623CDBC4340D7A111A7FBF7D7BFDFCACF29CDBC43404CB8C0B0FFF7D7BFDF7D4670CDBC434025FA498E47F8D7BF347CEB65CDBC434037F1986D87F8D7BF117CC865CDBC4340FF14DB8968F8D7BF3ECF03C0CEBC4340C87FD23D40F9D7BF82CCE31CCFBC4340521910EC44FAD7BF17A22D8DCFBC4340981A4D6632FAD7BFB32CA1F4CFBC4340AAE7B0BE7AF9D7BF3B5079DFD3BC434089322D2EF0F8D7BF5A5E7BD4D6BC4340F1795DF551F9D7BF71BF26FAD6BC4340BC6424BC47FCD7BFDFA62C01DBBC434055CED02942FCD7BF3A24420CDBBC4340B3DF328CE9FBD7BF77B65BBBDBBC434066C1EBC2E4FBD7BF02949BB6DBBC4340B185E14794FBD7BF7B24F053DCBC4340CB8E1C8EEAFAD7BFBC96E5A7DDBC4340F1F99EB9DAFAD7BF895707B4DDBC434009374EC3CAFAD7BF840243ADDDBC43401D9BBFE822F9D7BF9396D061DBBC4340,PALACIO ARZOBISPAL,monument
3,0103000020E6100000010000001A000000DAA5659F443AD8BFDEB9E25DB9BC43400AC6D45F4139D8BFCD6EB183B7BC4340992B69805036D8BFDADE3963BBBC434060D9D6E0A539D8BFDC116670C1BC4340199A63925C38D8BF3C90E01AC3BC4340C743FF7A0B35D8BF41CF2F13BDBC43408E989B061334D8BFC03F654FBBBC434058D93B45F633D8BF3E8BDA4EBBBC43409FE535DE0433D8BF6DB3FB98B9BC434043C31D310633D8BF76B6746CB9BC4340D441EA5B0B32D8BF83B288A5B7BC4340F9F7CB767234D8BF63EE9F70B4BC43406B5F10FA3835D8BFD013C568B3BC4340F90E3702A037D8BF473CA237B0BC434001F0BF71A237D8BF695EBE37B0BC434059CE5C38AB38D8BF60111E09B2BC434012E43AB4B838D8BF5AE50912B2BC4340BB35A298A239D8BFE16174B8B3BC43408517AA92A239D8BF78C2A8D3B3BC434039ABB08F793AD8BF99E53C5AB5BC4340C499FE38A83BD8BF03483481B7BC434098DDAC19AA3BD8BF82471185B7BC4340CC557B32103ED8BF4D30409FBBBC4340A64D87CD103ED8BFB334EDB2BBBC4340E18B92F0AB3CD8BF1AD1F884BDBC4340DAA5659F443AD8BFDEB9E25DB9BC4340,LONJA,monument
30,0103000020E610000001000000230000002D3E0DD11000D8BFCEF1C0E979BC434095D3303FE3FFD7BF80A96CAB7ABC43400E5C4A5355FFD7BF5B9D56027DBC434022FAD1B10BFFD7BF8FD4243A7EBC4340208F3B5463FFD7BF3BA983747EBC434036C302C84F00D8BF91184B107FBC434068ECA6AE6C00D8BF10FAFA227FBC4340FB60BA380600D8BF2AD7524480BC43409538E7D90BFFD7BFA2C2E2827FBC434038E74279A8FED7BF9FE0BFB580BC4340835EF328A8FFD7BF07DAB17981BC43407D196F3FD8FFD7BFED591E9D81BC4340ED471F08EBFED7BFF262948184BC43404570583AE3FED7BFE44FAD9B84BC4340F29CF63156FDD7BF7557BCA183BC4340179FE08E52FDD7BF2BACA9AD83BC434088D92A5706FDD7BF961B85B984BC43403B6E034B36FCD7BFDE3204FD83BC43406BC3E559C1F9D7BFF55F82C381BC4340EB6F56A3E9F8D7BF0574DBFF80BC4340C9DC785230F9D7BF6C58EADF7EBC4340DE093175E8F9D7BF21D5345679BC43401A7FA38F32FAD7BFF010F81B77BC434005CA8F2617FBD7BF5A54A8D176BC4340DA57C3B416FBD7BFFACC5ECF76BC4340B9C0CC5ED4FAD7BF331F7DCA74BC43407D971A3806FED7BFA1F1BDED73BC4340FEA2CEB406FED7BFE993C3ED73BC43405BCCB440A700D8BFE4D860C773BC4340169BC1799A00D8BF235D0ED074BC434081CEF21E8300D8BFA2CA36BA76BC4340AA577B1BB400D8BF8E43C3C776BC4340F3EF9CE3B100D8BFED6405D676BC43400F8924C55700D8BF3B9AACBE78BC43402D3E0DD11000D8BFCEF1C0E979BC4340,PALACIO MARQUES DE DOS AGUAS,monument
